Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,Minor,2/28/1996,ATLANTIC COAST AIRLINES,DC,Landing Roll,Medium,Ring-billed gull,Day,0,0,0,110
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,2/28/1996,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,ATR-42,None,2/28/1996,ATLANTIC SOUTHEAST,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,
SACRAMENTO INTL,MD-80,None,2/28/1996,AMERICAN AIRLINES,California,Climb,Small,Unknown bird - small,Dawn,0,0,0,165
DENVER INTL AIRPORT,B-737-500,None,3/2/1996,UNITED AIRLINES,Colorado,Climb,Medium,Red-tailed hawk,Day,0,0,0,160
RONALD REAGAN WASHINGTON NATL,MD-90-30,None,3/2/1996,DELTA AIR LINES,DC,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
MINETA SAN JOSE INTL,B-737-300,None,3/3/1996,AMERICA WEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
SAN ANTONIO INTL,B-737-300,None,3/3/1996,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,210
ATLANTA INTL,MD-80,None,3/4/1996,AMERICAN AIRLINES,Georgia,Landing Roll,Small,Unknown bird - small,Night,0,0,0,100
PHILADELPHIA INTL,MD-80,Medium,3/7/1996,NORTHWEST AIRLINES,Pennsylvania,Approach,Large,Canada goose,Night,0,0,0,130
RONALD REAGAN WASHINGTON NATL,MD-90-30,None,3/7/1996,DELTA AIR LINES,DC,Climb,Medium,Unknown bird - medium,Day,0,0,0,
MEMPHIS INTL,B-727-200,None,3/7/1996,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,
SAN FRANCISCO INTL ARPT,A-320,None,3/7/1996,AIR CANADA,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,MD-80,None,3/9/1996,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
METRO OAKLAND INTL,MD-82,Minor,3/11/1996,ALASKA AIRLINES,California,Climb,Large,Canada goose,Day,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,B-737-300,None,3/11/1996,US AIRWAYS*,Texas,Approach,Large,Unknown bird - large,Night,0,0,0,200
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,3/11/1996,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,166
LIHUE ARPT,B-737,None,3/11/1996,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
NASHVILLE INTL,BA-31 JETSTR,None,3/11/1996,AMERICAN EAGLE AIRLINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,3/12/1996,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
ORLANDO INTL,L-1011,None,3/13/1996,DELTA AIR LINES,Florida,Landing Roll,Small,Unknown bird - small,Day,0,0,0,150
BALTIMORE WASH INTL,B-737-300,None,3/14/1996,SOUTHWEST AIRLINES,Maryland,Approach,Medium,Unknown bird - medium,Day,0,0,0,160
DALLAS/FORT WORTH INTL ARPT,MD-80,Minor,3/16/1996,AMERICAN AIRLINES,Texas,Approach,Large,Unknown bird - large,Day,0,0,0,140
WASHINGTON DULLES INTL ARPT,DC-9-30,Substantial,3/16/1996,US AIRWAYS*,DC,Take-off run,Medium,Ring-billed gull,Day,0,0,0,128
ATLANTA INTL,MD-88,None,3/17/1996,DELTA AIR LINES,Georgia,Approach,Large,Canada goose,Day,0,0,0,140
SACRAMENTO INTL,B-727,None,3/17/1996,DELTA AIR LINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
PHILADELPHIA INTL,MD-80,None,3/20/1996,TRANS WORLD AIRLINES,Pennsylvania,Approach,Medium,Unknown bird - medium,Day,0,0,0,
MEMPHIS INTL,C-141B,None,3/21/1996,MILITARY,Tennessee,Take-off run,Medium,Unknown bird or bat,Dusk,0,0,0,15
NEW ORLEANS INTL,B-727-200,None,3/21/1996,AMERICAN AIRLINES,Louisiana,Landing Roll,Small,Cattle egret,Day,0,0,0,
MINETA SAN JOSE INTL,MD-80,None,3/22/1996,AMERICAN AIRLINES,California,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,110
SAN ANTONIO INTL,MD-82,None,3/22/1996,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,130
GREATER PITTSBURGH,B-757-200,None,3/23/1996,UPS AIRLINES,Pennsylvania,Landing Roll,Medium,Unknown bird - medium,Dawn,0,0,0,130
CLEVELAND-HOPKINS INTL ARPT,B-737-200,Minor,3/24/1996,SOUTHWEST AIRLINES,Ohio,Approach,Large,Unknown bird - large,Night,0,0,0,250
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,3/24/1996,ATLANTIC COAST AIRLINES,DC,Approach,Large,Canada goose,Night,0,0,0,170
GREATER PITTSBURGH,B-737-300,None,3/24/1996,US AIRWAYS*,Pennsylvania,Approach,Small,European starling,Day,0,0,0,140
CHARLESTON AFB/INTL ARPT,MD-88,Minor,3/26/1996,DELTA AIR LINES,South Carolina,Approach,Medium,Unknown bird - medium,Night,0,0,0,
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,3/29/1996,ATLANTIC COAST AIRLINES,DC,Take-off run,Medium,Ring-billed gull,Day,0,0,0,90
KANSAS CITY INTL,B-737-500,Substantial,3/31/1996,CONTINENTAL AIRLINES,Missouri,Take-off run,Large,Unknown bird - large,Day,0,0,0,128
SALT LAKE CITY INTL,B-727-200,Substantial,3/31/1996,TRANS WORLD AIRLINES,Utah,Climb,Medium,Unknown bird - medium,Day,0,0,0,
DENVER INTL AIRPORT,B-737,None,4/1/1996,UNITED AIRLINES,Colorado,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
RONALD REAGAN WASHINGTON NATL,DHC8 DASH 8,None,4/1/1996,PIEDMONT AIRLINES,DC,Take-off run,Medium,Ring-billed gull,Day,0,0,0,
GEORGE BUSH INTERCONTINENTAL,B-727-200,None,4/2/1996,AMERICAN AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,210
HOUSTON-HOBBY,B-737-200,None,4/3/1996,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,250
JOHN F KENNEDY INTL,BA-41 JETSTR,None,4/3/1996,TRANS STATES AIRLINES,New York,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,
TETERBORO AIRPORT,C-414,None,4/3/1996,BUSINESS,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,
LIHUE ARPT,DC-9-50,None,4/3/1996,HAWAIIAN AIR,Hawaii,Climb,Small,Unknown bird - small,Dawn,0,0,0,140
LAMBERT-ST LOUIS INTL,BA-41 JETSTR,None,4/7/1996,TRANS STATES AIRLINES,Missouri,Take-off run,Small,Unknown bird - small,Day,0,0,0,
LIHUE ARPT,B-737,None,4/9/1996,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,MD-88,None,4/11/1996,DELTA AIR LINES,DC,Climb,Small,Rock pigeon,Dusk,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,4/11/1996,MILITARY,Louisiana,Take-off run,Small,Cattle egret,Night,0,0,0,150
LOUISVILLE INTL ARPT,DC-8-70,None,4/12/1996,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
FORT LAUDERDALE/HOLLYWOOD INTL,MD-80,None,4/13/1996,AMERICAN AIRLINES,Florida,Climb,Small,Unknown bird - small,Day,0,0,0,175
AUSTIN-BERGSTROM INTL,B-737-500,None,4/15/1996,SOUTHWEST AIRLINES,Texas,Approach,Large,Unknown bird - large,Night,0,0,0,210
PHOENIX SKY HARBOR,A-320,None,4/15/1996,AMERICA WEST AIRLINES,Arizona,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
PHOENIX SKY HARBOR,B-737,None,4/15/1996,SOUTHWEST AIRLINES,Arizona,Descent,Small,Unknown bird - small,Night,0,0,0,210
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,4/16/1996,ATLANTIC COAST AIRLINES,DC,Climb,Small,Unknown bird - small,Day,0,0,0,160
BARKSDALE AIR FORCE BASE ARPT,A-10A,None,4/17/1996,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,150
PORTLAND INTL (OR),DC-8-62,None,4/17/1996,ABX AIR,Oregon,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,120
DALLAS/FORT WORTH INTL ARPT,FOKKER F28 MK 1000,None,4/17/1996,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
NEW ORLEANS INTL,B-737-300,None,4/18/1996,UNITED AIRLINES,Louisiana,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,
GEORGE BUSH INTERCONTINENTAL,B-737,None,4/19/1996,US AIRWAYS*,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,B-737-200,None,4/21/1996,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,130
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,4/21/1996,AMERICAN AIRLINES,Illinois,Take-off run,Small,Savannah sparrow,Day,0,0,0,
ATLANTA INTL,B-727,None,4/21/1996,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,185
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727-200,None,4/22/1996,DELTA AIR LINES,Kentucky,Approach,Medium,Unknown bird - medium,Day,0,0,0,180
ATLANTA INTL,B-767-300,None,4/23/1996,DELTA AIR LINES,Georgia,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,130
ATLANTA INTL,B-767,None,4/23/1996,BUSINESS,Georgia,Approach,Medium,Unknown bird - medium,Night,0,0,0,136
LAMBERT-ST LOUIS INTL,DC-9,None,4/23/1996,TRANS WORLD AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,135
PHILADELPHIA INTL,B-737-200,Medium,4/25/1996,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Night,0,0,0,200
KANSAS CITY INTL,B-737-200,None,4/25/1996,SOUTHWEST AIRLINES,Missouri,Approach,Small,European starling,Day,0,0,0,135
LAMBERT-ST LOUIS INTL,B-737-300,None,4/26/1996,SOUTHWEST AIRLINES,Missouri,Climb,Large,Unknown bird - large,Night,0,0,0,210
DALLAS/FORT WORTH INTL ARPT,MD-82,None,4/26/1996,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,190
PHOENIX SKY HARBOR,B-737-200,None,4/26/1996,SOUTHWEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Night,0,0,0,130
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,None,4/27/1996,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,
TETERBORO AIRPORT,BE-36,None,4/28/1996,UNKNOWN,New Jersey,Take-off run,Large,Great blue heron,Day,0,0,0,
NEW ORLEANS INTL,MD-80,None,4/28/1996,US AIRWAYS*,Louisiana,Climb,Medium,Unknown bird - medium,Day,0,0,0,280
PORT COLUMBUS INTL,FOKKER F100,None,4/28/1996,AMERICAN AIRLINES,Ohio,Descent,Medium,Unknown bird - medium,Day,0,0,0,180
MINNEAPOLIS-ST PAUL INTL,B-737-200,Substantial,4/30/1996,UNITED AIRLINES,Minnesota,Approach,Medium,Unknown bird - medium,Day,59399,22275,81674,
PORT COLUMBUS INTL,DC-9,None,5/2/1996,NORTHWEST AIRLINES,Ohio,Approach,Large,Unknown bird - large,Night,0,0,0,
PORT COLUMBUS INTL,FOKKER F100,None,5/2/1996,US AIRWAYS*,Ohio,Approach,Medium,Unknown bird - medium,Day,0,0,0,125
LAMBERT-ST LOUIS INTL,B-727,None,5/2/1996,TRANS WORLD AIRLINES,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,200
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,None,5/2/1996,ASTAR AIR CARGO,Kentucky,Landing Roll,Small,Unknown bird - small,Night,0,0,0,
HOUSTON-HOBBY,B-737-500,None,5/3/1996,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,250
HOUSTON-HOBBY,B-737-200,None,5/3/1996,SOUTHWEST AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,120
AUSTIN-BERGSTROM INTL,B-737,None,5/4/1996,AMERICA WEST AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Dawn,0,0,0,
HOUSTON-HOBBY,B-737-500,Medium,5/5/1996,SOUTHWEST AIRLINES,Texas,Descent,Large,Unknown bird - large,Dusk,0,0,0,300
PORTLAND INTL (OR),MD-80,None,5/5/1996,AMERICAN AIRLINES,Oregon,Approach,Small,Unknown bird - small,Night,0,0,0,135
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-767,None,5/6/1996,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,120
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,SAAB-340,None,5/6/1996,COMAIR AIRLINES,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,100
DALLAS/FORT WORTH INTL ARPT,MD-80,None,5/7/1996,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
KANSAS CITY INTL,B-737-300,Minor,5/7/1996,SOUTHWEST AIRLINES,Missouri,Descent,Medium,Unknown bird - medium,Night,0,0,0,
HOUSTON-HOBBY,B-737,None,5/7/1996,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
METRO OAKLAND INTL,B-737,None,5/7/1996,UNITED AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140
LOGAN INTL,MD-82,None,5/7/1996,AMERICAN AIRLINES,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,130
AUSTIN-BERGSTROM INTL,B-737-200,None,5/8/1996,SOUTHWEST AIRLINES,Texas,Approach,Large,Unknown bird - large,Night,0,0,0,200
RONALD REAGAN WASHINGTON NATL,B-737-200,None,5/8/1996,CONTINENTAL AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,135
HOUSTON-HOBBY,B-737-300,None,5/8/1996,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,150
LIHUE ARPT,DC-9-50,None,5/8/1996,HAWAIIAN AIR,Hawaii,Climb,Small,Unknown bird - small,Day,0,0,0,
NASHVILLE INTL,B-737-300,None,5/9/1996,SOUTHWEST AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,138
ATLANTIC CITY INTL,EMB-120,None,5/10/1996,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
DALLAS/FORT WORTH INTL ARPT,MD-82,None,5/10/1996,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,150
RONALD REAGAN WASHINGTON NATL,B-737-300,None,5/10/1996,CONTINENTAL AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,170
SACRAMENTO INTL,B-737-300,None,5/11/1996,SOUTHWEST AIRLINES,California,Descent,Medium,Unknown bird - medium,Day,0,0,0,320
RONALD REAGAN WASHINGTON NATL,B-737,None,5/11/1996,CONTINENTAL AIRLINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,
ATLANTIC CITY INTL,EMB-120,None,5/11/1996,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,
ATLANTA INTL,MD-88,None,5/11/1996,DELTA AIR LINES,Georgia,Climb,Small,Unknown bird - small,Night,0,0,0,250
METRO OAKLAND INTL,B-737-300,None,5/12/1996,SOUTHWEST AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,135
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,5/12/1996,COMAIR AIRLINES,Kentucky,Climb,Small,Unknown bird - small,Night,0,0,0,100
JOHN F KENNEDY INTL,ATR-42,None,5/13/1996,AMERICAN EAGLE AIRLINES,New York,Landing Roll,Small,Unknown bird - small,Day,0,0,0,80
DENVER INTL AIRPORT,A-320,None,5/13/1996,AIR CANADA,Colorado,Landing Roll,Small,Unknown bird - small,Night,0,0,0,
LIHUE ARPT,LOCKHEED C-130,Medium,5/14/1996,GOVERNMENT,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
HONOLULU INTL ARPT,C-135,None,5/14/1996,MILITARY,Hawaii,Approach,Medium,Unknown bird - medium,Day,0,0,0,150
SAN ANTONIO INTL,B-737-200,None,5/14/1996,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,200
PORT COLUMBUS INTL,B-737,None,5/14/1996,SOUTHWEST AIRLINES,Ohio,Climb,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-83,None,5/14/1996,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,75
JOHN F KENNEDY INTL,BA-41 JETSTR,None,5/14/1996,TRANS STATES AIRLINES,New York,Climb,Medium,Unknown bird - medium,Night,0,0,0,
AUSTIN-BERGSTROM INTL,MD-82,None,5/14/1996,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,200
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,5/15/1996,MILITARY,Louisiana,Approach,Small,Mourning dove,Day,0,74,74,
HONOLULU INTL ARPT,C-130,None,5/16/1996,MILITARY,Hawaii,Approach,Medium,Unknown bird - medium,Day,0,0,0,130
CHARLESTON AFB/INTL ARPT,C-141B,None,5/16/1996,MILITARY,South Carolina,Take-off run,Small,Laughing gull,Day,0,0,0,125
LAMBERT-ST LOUIS INTL,MD-82,None,5/16/1996,TRANS WORLD AIRLINES,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,150
DETROIT METRO WAYNE COUNTY ARPT,B-747-400,Substantial,5/17/1996,NORTHWEST AIRLINES,Michigan,Climb,Large,Unknown bird - large,Day,0,0,0,
GREATER PITTSBURGH,FOKKER F100,None,5/17/1996,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,130
CHICAGO MIDWAY INTL ARPT,B-737-200,None,5/18/1996,SOUTHWEST AIRLINES,Illinois,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,150
LAGUARDIA NY,MD-82,None,5/18/1996,AMERICAN AIRLINES,New York,Approach,Small,Rock pigeon,Day,0,0,0,135
LOS ANGELES INTL,MD-82,None,5/19/1996,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,MD-80,None,5/19/1996,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,135
GEORGE BUSH INTERCONTINENTAL,B-737-200,None,5/19/1996,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Dusk,0,0,0,210
CHARLOTTE/DOUGLAS INTL ARPT,ATR-72,None,5/19/1996,ATLANTIC SOUTHEAST,North Carolina,Approach,Small,Unknown bird - small,Night,0,0,0,160
DENVER INTL AIRPORT,B-727,None,5/20/1996,UNITED AIRLINES,Colorado,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
CLEVELAND-HOPKINS INTL ARPT,MD-80,None,5/20/1996,AMERICAN AIRLINES,Ohio,Approach,Small,Unknown bird - small,Night,0,0,0,170
CHICAGO O'HARE INTL ARPT,MD-80,None,5/22/1996,AMERICAN AIRLINES,Illinois,Take-off run,Small,Unknown bird - small,Day,0,0,0,130
KANSAS CITY INTL,B-737-200,None,5/22/1996,SOUTHWEST AIRLINES,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,140
MINNEAPOLIS-ST PAUL INTL,C-130E,None,5/23/1996,MILITARY,Minnesota,Approach,Medium,Unknown bird - medium,Night,0,11880,11880,200
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,5/23/1996,AIR CANADA,DC,Descent,Medium,Unknown bird - medium,Night,0,0,0,240
PORT COLUMBUS INTL,FOKKER F100,None,5/23/1996,AMERICAN AIRLINES,Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,150
SAN ANTONIO INTL,MD-82,None,5/23/1996,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,140
JOHN F KENNEDY INTL,DA-50 FALCON,None,5/24/1996,BUSINESS,New York,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
PHILADELPHIA INTL,B-737-200,None,5/25/1996,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Day,0,0,0,150
NEWARK LIBERTY INTL ARPT,B-737-300,None,5/25/1996,CONTINENTAL AIRLINES,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,
AUSTIN-BERGSTROM INTL,B-737-300,None,5/25/1996,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,132
AUSTIN-BERGSTROM INTL,FOKKER F100,None,5/25/1996,AMERICAN AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,250
MINNEAPOLIS-ST PAUL INTL,B-757-200,None,5/28/1996,NORTHWEST AIRLINES,Minnesota,Take-off run,Small,Unknown bird - small,Day,0,0,0,
SEATTLE-TACOMA INTL,MD-80,None,5/29/1996,ALASKA AIRLINES,Washington,Approach,Medium,Unknown bird - medium,Day,0,0,0,
PHOENIX SKY HARBOR,B-757-200,None,5/29/1996,AMERICA WEST AIRLINES,Arizona,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
METRO OAKLAND INTL,B-737,None,5/29/1996,SOUTHWEST AIRLINES,California,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
MEMPHIS INTL,SAAB-340,None,5/29/1996,PINNACLE,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,116
SAN ANTONIO INTL,DC-9-40,None,5/30/1996,ABX AIR,Texas,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,
LIHUE ARPT,B-737-200,None,5/30/1996,ALOHA AIRLINES,Hawaii,Climb,Medium,Unknown bird - medium,Day,0,0,0,120
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,5/30/1996,ATLANTIC COAST AIRLINES,DC,Landing Roll,Medium,Ring-billed gull,Day,0,0,0,40
RONALD REAGAN WASHINGTON NATL,B-737-400,None,5/30/1996,US AIRWAYS*,DC,Approach,Small,Unknown bird - small,Day,0,0,0,140
SAN ANTONIO INTL,B-737-200,None,5/30/1996,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,150
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,5/30/1996,MILITARY,Louisiana,Take-off run,Small,Cattle egret,Day,0,0,0,100
SALT LAKE CITY INTL,B-737-300,Minor,5/31/1996,SOUTHWEST AIRLINES,Utah,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100
LOUISVILLE INTL ARPT,DC-9,None,5/31/1996,DELTA AIR LINES,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,
PHILADELPHIA INTL,CL-RJ100/200,None,5/31/1996,AIR CANADA,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,
CHICAGO MIDWAY INTL ARPT,B-737-500,Medium,6/2/1996,SOUTHWEST AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,160
LOUISVILLE INTL ARPT,MD-88,Minor,6/2/1996,DELTA AIR LINES,Kentucky,Landing Roll,Small,Rock pigeon,Day,0,0,0,115
LAGUARDIA NY,L-1011,None,6/6/1996,DELTA AIR LINES,New York,Approach,Small,Unknown bird - small,Day,0,0,0,150
LOGAN INTL,BE-1900,Minor,6/8/1996,MESA AIRLINES,Massachusetts,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,
MINETA SAN JOSE INTL,B-737-300,None,6/9/1996,SOUTHWEST AIRLINES,California,Climb,Large,Canada goose,Day,0,0,0,
PHILADELPHIA INTL,B-737-200,None,6/11/1996,US AIRWAYS*,Pennsylvania,Take-off run,Large,Canada goose,Day,0,0,0,80
LOGAN INTL,C-650,None,6/11/1996,BUSINESS,Massachusetts,Approach,Medium,Unknown bird - medium,Day,0,0,0,
PORTLAND INTL (OR),B-737-300,None,6/11/1996,ALASKA AIRLINES,Oregon,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
PORTLAND INTL (OR),B-737-300,None,6/11/1996,ALASKA AIRLINES,Oregon,Taxi,Medium,Unknown bird - medium,Day,0,0,0,
SAN FRANCISCO INTL ARPT,B-747-400,None,6/11/1996,UNITED AIRLINES,California,Approach,Small,Rock pigeon,Day,0,0,0,147
GREATER PITTSBURGH,DC-9-30,None,6/11/1996,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,6/12/1996,AMERICAN EAGLE AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
MINETA SAN JOSE INTL,B-737-300,None,6/13/1996,UNKNOWN,California,Climb,Large,Canada goose,Day,0,0,0,145
WASHINGTON DULLES INTL ARPT,LEARJET-31,None,6/15/1996,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,210
LAGUARDIA NY,B-727-200,None,6/16/1996,DELTA AIR LINES,New York,Approach,Small,Rock pigeon,Day,0,0,0,130
SACRAMENTO INTL,B-737,None,6/18/1996,SOUTHWEST AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
PHILADELPHIA INTL,B-737-200,None,6/20/1996,US AIRWAYS*,Pennsylvania,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
LAMBERT-ST LOUIS INTL,FOKKER F100,None,6/20/1996,AMERICAN AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,200
GREATER PITTSBURGH,DC-9-30,None,6/22/1996,NORTHWEST AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,120
SACRAMENTO INTL,B-737-300,None,6/24/1996,DELTA AIR LINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,135
JOHN F KENNEDY INTL,B-727,None,6/24/1996,TRANS WORLD AIRLINES,New York,Climb,Small,Laughing gull,Day,0,0,0,
GREATER PITTSBURGH,DC-9,None,6/25/1996,US AIRWAYS*,Pennsylvania,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
MEMPHIS INTL,DC-9,None,6/25/1996,UNKNOWN,Tennessee,Landing Roll,Small,Unknown bird - small,Day,0,0,0,110
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,6/26/1996,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,130
TETERBORO AIRPORT,C-650,None,6/26/1996,BUSINESS,New Jersey,Take-off run,Medium,Mallard,Day,0,0,0,
